label,text
0,Hi! This is Roger from CL. How are you?
0,Yes Morning can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
0,Can't talk right now. Will call you tomorrow morning.
0,Hmmm.still we Hi have opener?
0,Miss you! When are you coming back?
0,We should catch up soon. It's been ages!
0,Just saw your message. Will call you back soon
0,I'll probably be around mu a lot
0,Have you eaten yet? Want to grab something?
0,Do you want anything from the shops?
0,The meeting is at tonight. Don't be late!
0,Going Raj a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
0,No:-)i got rumour that you going to buy apartment in chennai:-)
0,Then Chris wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
0,I'll text Sup All creepy like so he won't think that we forgot
0,Do Nadia want bold 2 or bb torch
0,Just wanted to say that was hilarious.
0,Ok k... same here
1,As a valued customer you have been selected for a a £200 Argos voucher reward! Redeem at www.win-prize.co.uk. Expires 31/12.
0,Just wanted to say I'm proud of you.
0,I was just thinking about you. Hope all is well.
0,University of southern california.
0,Where are you? We've been waiting.
0,Ok man... don't worry about it
0,Okay same Sam me. Well thanks for the clarification
0,Babe Chloe I lost you ... :-(
0,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
0,Beauty sleep Kevin help ur pimples too.
0,U Emma painting ur wall?
0,"Don't worry, * is easy once have ingredients!"
0,"Hey Zara, grab some milk"
0,"Cant believe Chris said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
0,Chloe says hi btw.
0,"Sorry, I'll call later"
0,"Hello, Sam love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
0,(That Raj can you text him one more time?)
0,Just finished work. Exhausted. that was hilarious.
0,You're Sup have to be way more specific than that
0,Let me know when you're awake.
1,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16
0,Ok I'll come over soon. Is that fine?
0,I'm on my way. Almost there.
0,Are Sam TA jobs available? Let me know please cos i really need to start working
0,Just finished work. Exhausted. I really enjoyed it.
0,I don't Zara jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
0,Don't forget we have movie night tomorrow morning.
0,I'll be there soon. See you!
0,"Raj you just put in the + sign, choose my number and the pin will show. Right?"
0,Emma speak with me. I wont ask anything other then you friendship.
0,Got your package. Thanks!
0,"Thursday night? Yeah, sure thing, we'll work it out then"
0,Yes.. now only saw your message..
0,Should i send you naughty pix? :)
0,Mia says hi btw.
0,The meeting is at by 5pm. Don't be late!
0,I Hiya she called me
0,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
0,Just wanted to say feeling much better now.
0,We should catch up soon. It's been ages!
0,Good night! Sleep well Priya.
0,We should catch up soon. It's been ages!
1,As part of our Mobile draw you have qualified for a a brand new iPhone. Call 08712101358 NOW.
0,"Sure, that works for me around noon."
1,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
0,2marrow Sam Wed at &lt;#&gt; to 2 aha.
0,Have you eaten yet? Want to grab something?
0,Watching tv Luke Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
0,Got your bag. Thanks!
0,Thanks da Chris i feel very very happy dear. I also miss you da.
0,Luke teams waiting for some players
0,Aisha CaRE n gET WeLL sOOn
0,It was great seeing you today!
0,Are you still playing with gautham?
0,Call me when you get a chance.
0,Can you pass it along? Let me know.
0,Zara has issues right now. Ill fix for her by tomorrow.
0,I Mia come with karnan car. Please wait till 6pm will directly goto doctor.
0,Tmr timin still da same wat cos i got lesson until 6...
0,"Hey Lisa, fix that later"
0,I Jake u 2 my little pocy bell I am sorry but I love u
1,Your parcel could not be delivered. Schedule redelivery at www.prize-claim.net to avoid return.
0,"Sorry, was busy. What's up?"
0,Call me when you get a chance.
0,Ok I'll come over soon. Is that fine?
0,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
1,"FREE designer watch! To receive yours, text URGENT to 86688. Std rates apply. T&C: www.prize-claim.net"
0,Wat time Lena u wan 2 meet me later?
0,Got it. Will do.
0,Hey have to pick rayan macleran there.
0,You know Wei old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
0,Got your the thing we discussed. Thanks!
0,Yo any way we could pick something up tonight?
0,Thanks for the gift. Really appreciate it.
0,No..its ful Dan song lyrics..
0,"Found it, ENC  &lt;#&gt; , where you at?"
0,Hello! What are you up to?
0,Will Chloe Have a good day
0,"Haha awesome, Mia back now then"
0,Already home. How about you?
1,designer watch b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
0,"Emma will do, thanks again for comin out"
0,Hiya mr whats the name of that bill brison book the one about language and words
0,Can we reschedule to in an hour?
0,Sounds good to me! See you there.
1,You've been chosen to receive a FREE wallpaper upgrade! Call 09064019788 or visit www.mobilereward.co.uk.
0,I'll be there next week. See you!
0,say thanks2.
0,Dinner at the food court at after work?
0,Happy Diwali! Hope you have a great day!
0,Hi I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
1,Hot singles in your area! Reply NOW for FREE access. Text CASH11 to 86688.
0,Just saw your message. Good idea
0,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
0,Running 15 mins late. Sorry!
0,I was Good morning to do it when i texted. I finished a long time ago and showered and er'ything!
1,ALERT: You are owed a tax refund of £450. Apply now at www.l-11.com or call 08452810071.
0,"Cool, Emma time you think you can get here?"
0,We should catch up soon. It's been ages!
0,Miss you! When are you coming back?
0,Hi Hi is yijue i would be happy to work wif ü all for gek1510...
1,Special offer! Get 80% OFF movie pass. Limited time only. Visit www.mobilereward.co.uk or call 09065989182.
1,Hi if a luxury holiday lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
0,Sounds good to me! See you there.
0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
0,"Sorry, was busy. What's up?"
0,"Marcus my mobile is full of msg. And i m doing a work online, where i need to send them &lt;#&gt; sent msg i wil explain u later."
0,I was just thinking about you. Hope all is well.
0,Can you pass it along? Let me know.
0,I was just thinking about you. Hope all is well.
0,"Sam you forgot it eh ? Yes, I'll bring it in babe"
0,Got it. Will do.
0,Thanks for the advice. Really appreciate it.
0,Can you give me a ring? Let me know.
0,Sup! What are you up to?
1,WIN a £200 shopping spree! Text CLAIM to 62735 now. Ends 30/11. T&Cs apply.
0,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
0,Can you let me know when you're back? Let me know.
0,Hi! What are you up to?
1,WIN a £150 shopping spree! Text GET to 80488 now. Ends 31/12. T&Cs apply.
0,Thanks for the food. Really appreciate it.
0,Happy Eid! Hope you have a great day!
0,Running 10 mins late. Sorry!
0,I was just thinking about you. Hope all is well.
1,PRIVATE! Your camera phone Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
0,Just wanted to say I'm proud of you.
0,"Sure, that works for me later."
0,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
0,Mia probably be around mu a lot
0,Hi ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
0,I'll pick up the thing we discussed from the store. Need anything else?
0,I was just thinking about you. Hope all is well.
0,Sounds good to me! See you there.
0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
0,"Hey Priya, give me a ring"
0,Got your document. Thanks!
0,Running 30 mins late. Sorry!
0,Ok k... just checking in
1,You'll gift voucher rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
0,Miss you! When are you coming back?
0,"Morning hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
0,Dinner at our usual spot at around noon?
0,Just wanted to say I'm proud of you.
1,a brand new iPhone for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
0,Ok I'll come over around noon. Is that fine?
0,Let me know when you're free.
1,Congrats! Your mobile number has WON £5000 in our Grand draw! Call 09065989182 to claim. Exp midnight tonight.
0,"Sorry, was busy. What's up?"
0,Can we reschedule to in an hour?
1,"FreeMsg a brand new iPhone haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
0,No management puzzeles.
0,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
0,Shall i ask one thing if you dont mistake me.
1,"Urgent! call 09066612661 a £200 Argos voucher landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
0,"Fun Morning although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
0,Call me when you get a chance.
0,Can you call me? Let me know.
0,Ok I'll come over soon. Is that fine?
0,"Hi wake up long ago already... Dunno, what other thing?"
0,Hello names their penis a girls name this story doesn't add up at all
0,I'll pick up keys from the store. Need anything else?
0,"Sure, that works for me next week."
0,Can you check the fridge? Let me know.
0,Good night! Sleep well Priya.
0,Marcus pain on urination any thing else?
1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
0,Just saw your message. Will do
0,"Sure, that works for me next week."
0,Jake playng 9 doors game and gt racing on phone lol
0,Luke works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
0,I wnt Emma buy a BMW car urgently..its vry urgent.but hv a shortage of &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
0,Do you want anything from the shops?
0,En chikku nange bakra msg kalstiya..then had tea/coffee?
0,Lisa baby! I need to stretch open your pussy!
0,Let me know when you're up.
0,"Hey Chloe, pass it along"
1,WINNER!! You have been selected to receive £1000 cash. Call 09064019788 NOW to claim. Offer ends this Friday.
0,I send Luke print outs da.
0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
1,we £250 Tesco voucher to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
0,Do ü Chloe wan 2 meet up n combine all the parts? How's da rest of da project going?
0,DO Chloe B LATE LOVE MUM
0,I like Dan But i‘m happy to splash out on the wine if it makes you feel better..
1,FREE for 1st designer watch No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
0,Have you eaten yet? Want to grab something?
0,No calls..messages..missed calls
0,Mia to my home for one last time i wont do anything. Trust me.
0,Fuck cedar Raj and fuck her (come over anyway tho)
0,Sounds good to me! See you there.
0,Good night! Sleep well Jake.
0,I Hello your number to gautham..
0,It was great seeing you today!
0,"Hi elaine, is today's meeting still on?"
0,Happy Diwali! Hope you have a great day!
1,Special offer! Get 80% OFF designer watch. Limited time only. Visit www.win-prize.co.uk or call 07908793681.
0,Dinner at the restaurant round the corner at later?
0,Lol yeah you know how it is
0,"Sorry, was busy. What's up?"
0,Emma says hi btw.
0,I was just thinking about you. Hope all is well.
0,"Sure, that works for me in an hour."
0,Emma Kay... On sat right?
0,Where are you? We've been waiting.
0,I asked you to call him now ok
0,Yo come Aisha carlos will be here soon
0,Running 30 mins late. Sorry!
0,Are you still at work yet? I'm heading out now.
0,Pete wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
0,Don't forget we have the party at 8:30.
0,"Hey Marcus, pick up the kids"
0,Yes Tom I want to make you happy...
0,Lol yeah joking only
0,S Dan not able to sleep.
1,Hot singles in your area! Reply NOW for FREE access. Text PRIZE to 80488.
0,I'm on my way. Be there in 10.
0,I'm on my way. Eta 20 mins.
0,"Lena sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
0,Got your report. Thanks!
0,Good morning u saying i should re order the slippers cos i had to pay for returning it.
0,My superior Chloe that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
0,Yo! What are you up to?
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
0,Morning! What are you up to?
0,Ok I'll come over in 10 minutes. Is that fine?
0,Just wanted to say that was fun.
0,Can't talk right now. Will call you at 8:30.
1,"FREE designer watch! To receive yours, text URGENT to 84484. Std rates apply. T&C: www.prize-claim.net"
0,Yar lor... Morning raining non stop... Or u wan 2 go elsewhere?
0,I'm ok. Will do my part tomorrow
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
0,That's one Chloe the issues but california is okay. No snow so its manageable
0,Dinner at our usual spot at later?
0,"Chris post,erode dis, &lt;#&gt; ."
1,a £500 gift card ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
0,Did you get my charger?
0,Just saw your message. I was sleeping
0,Slaaaaave Morning Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
0,Wei at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
0,Call me when you get a chance.
1,Your parcel could not be delivered. Schedule redelivery at www.l-11.com to avoid return.
0,It was great seeing you today!
0,"Just looked it up and addie goes back Monday, sucks to be her"
0,I'll be there tomorrow morning. See you!
0,Can you send me the address? Let me know.
0,My Chloe here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
0,Those were Pete exact intentions
1,"FREE dating club membership! To receive yours, text YES to 81303. Std rates apply. T&C: www.mobilereward.co.uk"
0,Thanks for listening. Really appreciate it.
0,You want to go? 
0,Sup dear i do have free messages without any recharge. Hi hi hi
0,Got your bag. Thanks!
0,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
0,Ü Yo tell me how i noe... I'm not at home in da aft wat...
1,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
0,Let me know when you're there.
0,I'm on my way. Nearly there.
0,Joy's Chris is John. Then John is the NAME of Joy's father. Mandan
0,Ok... I Good morning get ur msg...
0,It was great seeing you today!
0,What Jake you think you'll have it? Need to know when I should be near campus
0,"Mostly sports type..lyk footbl,crckt.."
0,Ü v ma fan...
0,Let me know when you're back.
0,Pls Yo forget to study
0,Are you at the gym yet? I'm heading out now.
0,Raj should change your fb to jaykwon thuglyfe falconerf
0,I'm on Raj bus going home...
1,"FREE camera phone! To receive yours, text WIN to 85023. Std rates apply. T&C: www.prize-claim.net"
0,Call me when you get a chance.
0,Yar Luke How u noe? U used dat route too?
0,I'm on my way. Nearly there.
1,"Congrats 2 latest handset 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
0,Can't talk right now. Will call you by 5pm.
0,Just wanted to say feeling much better now.
0,Where are you? We've been waiting.
0,I got Wei sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
0,Sounds good to me! See you there.
0,Ok I'll come over tomorrow morning. Is that fine?
0,"Sorry, I'll call later"
0,Got it. Will do.
0,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
0,Ugh its Marcus a long day. I'm exhausted. Just want to cuddle up and take a nap
0,Got it. Will do.
0,Sounds good to me! See you there.
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
0,Have you eaten yet? Want to grab something?
0,Hi i Kevin b ard 4 christmas. But do enjoy n merry x'mas.
0,Lol yeah you know how it is
0,Do you want anything from the shops?
0,"Sorry, was busy. What's up?"
0,Hi am going to sleep. I am tired of travel.
0,I'll pick up the thing we discussed from the store. Need anything else?
1,Urgent! Your account has been suspended. Verify now at www.smsclub.mobi or contact 09041940223.
1,"500 dating club membership Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
0,Sounds good to me! See you there.
0,Just wanted to say you're awesome.
0,Lisa says hi btw.
0,Jake think that tantrum's finished so yeah I'll be by at some point
0,Got your wallet. Thanks!
0,The beauty Zara life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
0,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
0,Lisa come around &lt;TIME&gt; ..
0,Don't forget we have the call on Saturday.
0,Call me when you get a chance.
0,Pete know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
0,It was great seeing you today!
0,"Hey babe! Priya saw you came online for a second and then you disappeared, what happened ?"
0,Hey I havent been there before... You want to go for the yoga? I can call up to book
0,"I Yo you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
1,Am new 2 £250 Tesco voucher & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
0,Ok I'll come over by 5pm. Is that fine?
0,"K I'm Lena soon, be there a little after 9"
0,Ok I'll come over by 5pm. Is that fine?
0,"If e timing can, then i go w u lor..."
0,Dinner at our usual spot at on Saturday?
0,I'll pick up document from the store. Need anything else?
0,You need to get up. Now.
0,But Yo going to college pa. What to do. are else ill come there it self. Pa.
0,Jake no problem... Yup i'm going to sch at 4 if i rem correctly...
0,Wei i'm gonna finish my bath now. Have a good...fine night.
0,Lol yeah I'll figure it out
0,What you doing?how are you?
0,Sorry sent Good morning msg again. Yup but trying 2 do some serious studying now.
0,"Jay wants Hi work out first, how's 4 sound?"
0,Ok I'll come over soon. Is that fine?
0,Ok I'll come over in an hour. Is that fine?
0,Dinner at that new café at by 5pm?
0,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
0,No need for the drug anymore.
0,"As I Dan my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
0,Lol yeah just checking in
0,Dinner at the restaurant round the corner at this evening?
0,Id Sam matters when getting on from offcampus
0,How much she payed. Suganya.
0,"Sure, that works for me at 8:30."
0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
0,The meeting is at after work. Don't be late!
0,Sounds good to me! See you there.
0,Aisha admin building there? I might b slightly earlier... I'll call u when i'm reaching...
0,I'm gonna rip out my uterus.
0,"Lisa im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,"
0,"Chris cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
0,Can we reschedule to at 8:30?
0,Are Dan coming to day for class.
0,Sup ok. I'll snatch her purse too.
0,Running 20 mins late. Sorry!
0,Raj am 6 ft. We will be a good combination!
0,Shall I Jake us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
0,My uncles in Atlanta. Wish you guys a great semester.
0,I was just thinking about you. Hope all is well.
0,Do you want anything from the shops?
0,Ok bro... no big deal
1,FREE entry: our Mobile competition. Text NOW to 82277. Cost of SMS only. Sunday midnight.
0,Hi needs to carry on:)
0,Dinner at our usual spot at on Saturday?
1,£5000 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
0,"Hey Dan, call me"
0,"Thank Sup And by the way, I just lost."
0,Sounds good to me! See you there.
0,Just wanted to say could be worse.
1,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
0,"Awesome question Chris a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
0,Dan someone here that has a year &lt;#&gt; toyota camry like mr olayiwola's own. Mileage is &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
1,Your reward of £5000 is waiting! Do not ignore this message. Call 09061743806 before midnight tonight.
0,Okay lor... Morning they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
0,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
0,Ok bro... I'll figure it out
0,"Feb &lt;#&gt; Chloe ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
0,Tell your Priya what you plan to do on Valentines day @ &lt;URL&gt;
1,Congrats! Your mobile number has WON 2 VIP tickets in our Mobile draw! Call 07908793681 to claim. Exp 15/12.
0,Happy Good morning May all ur dreams come true...
0,Thanks for the gift. Really appreciate it.
0,Ok lor Wei we go tog lor...
0,Thanks for the food. Really appreciate it.
0,Got it. Will do.
0,My Aisha use to call the same.
0,I'll be there at 8:30. See you!
0,I was just thinking about you. Hope all is well.
0,Dinner at that new café at in an hour?
0,"Good morning you being good, baby? :)"
1,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
0,Happy Mother's Day! Hope you have a great day!
0,"Sorry, was busy. What's up?"
1,IMPORTANT: Your news alert expires today. Renew at www.txtthem.com or call 09065989182 to continue.
0,"Feb &lt;#&gt; Hiya ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
0,Was Yo something u ate?
0,Then Sam eat a shit and wait for ur monkey face bitch.......... U asshole..................
0,Aisha gonna rip out my uterus.
0,Gud ni8 Jake well..take care..swt dreams..Muah..
0,Do u hav any frnd by name ashwini in ur college?
0,Luke gals.. Anyone of u going down to e driving centre tmr?
0,On my way home. Should be back in 10 minutes.
0,Auntie huai Hello never pick up her phone
0,Dinner at Pizza Hut at on Saturday?
0,"No Kevin not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
0,Thanks da Nadia i feel very very happy dear. I also miss you da.
0,Sounds good to me! See you there.
0,On my way home. Should be back this evening.
0,Don't forget we have lunch on Saturday.
0,Yes.he Good morning good crickiting mind
0,Sounds good to me! See you there.
0,Mmmm ... Lena ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
0,Sounds good to me! See you there.
0,Well then you have a great weekend!
0,"Hey Chris, sort it out"
0,Dinner at that new café at by 5pm?
0,I'm on my way. Eta 20 mins.
0,Did you get my keys?
0,Have you eaten yet? Want to grab something?
0,Happy New Year! Hope you have a great day!
0,THIS IS A LONG FUCKIN SHOWR
0,Mia you did in leave.
0,Don't forget we have a meeting next week.
0,On my way home. Should be back in an hour.
0,Jay is snickering and tells me that x is totally fucking up the chords as we speak
0,Hello! What are you up to?
0,Should I Hiya picked up a receipt or something earlier
0,Just finished work. Exhausted. I'm proud of you.
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
0,What not under standing.
0,Hiya! What are you up to?
0,It was great seeing you today!
0,Do you want anything from the shops?
1,Do dating club membership want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
0,Thanks for the advice. Really appreciate it.
0,Just finished work. Exhausted. you're awesome.
0,If you're not in my car in an hour and a half I'm going apeshit
0,I'll be there tomorrow morning. See you!
0,Yo it if you got it
0,Miss you! When are you coming back?
0,Happy Eid! Hope you have a great day!
0,I'm not. She lip synced with shangela.
1,Dorothy@kiefer.com (Bank of latest handset issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
1,A £400 XMAS gift voucher IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
0,Got it. Will do.
0,"Hey Lisa, let me know when you're back"
0,"Like Mia , same question"
0,The meeting is at in an hour. Don't be late!
1,CLAIM your FREE wallpaper worth £500! Text WINNER to 84484. 18+ only.
0,Ok enjoy . R u there in home.
0,Lol yeah just checking in
0,Good morning happy new year. How are you where are you when are we seeing
0,"Sure, that works for me after work."
1,£900 prize reward 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
0,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
0,Good morning do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
1,2 voicemails waiting. Call 09065989182 to retrieve. Cost 12p per minute.
0,They Wei play one day last year know even though they have very good team.. Like india.
0,Going to take your babe out ?
0,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
0,"Well, Dan glad you didn't find it totally disagreeable ... Lol"
0,So Kevin make it saturday or monday as per convenience.
1,FREE entry: our Summer competition. Text YES to 81303. Cost of SMS only. 01/01.
0,Morning mrng dear hav a nice day
0,"Kevin , is * rite u put »10 evey mnth is that all?"
0,I'm on my way. Nearly there.
0,Do you know where my lab goggles went
0,Pete go there today &lt;#&gt; . I dont want any excuses
0,Yes. Pete will be fine. Love you. Be safe.
0,Have you eaten yet? Want to grab something?
1,DOUBLE your minutes free! Text CLAIM to 62735. Limited offer - ends 30/11.
0,Just saw your message. Will do
0,Good morning! What are you up to?
0,Are you outside yet? I'm heading out now.
1,You are awarded designer watch SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
0,Where are you? We've been waiting.
0,Do you want anything from the shops?
0,Yeah get the unlimited
1,Your parcel could not be delivered. Schedule redelivery at www.l-11.com to avoid return.
1,"XXXMobileMovieClub: wallpaper use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
0,"Sorry, was busy. What's up?"
0,Sounds good to me! See you there.
0,Running 30 mins late. Sorry!
0,Hey what Sam about your project. Started aha da.
0,Happy Anniversary! Hope you have a great day!
0,Happy Eid Mubarak! Hope you have a great day!
0,I Chloe literally in bed and have been up for like &lt;#&gt; hours
0,Call me when you get a chance.
0,Did you get my the thing we discussed?
0,Lol yeah same here
0,Happy Mother's Day! Hope you have a great day!
1,You have 7 unclaimed messages. Call 09065989182 to hear them. Cost: 25p/min.
1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
0,Don't forget we have lunch tomorrow morning.
0,Can you pass it along? Let me know.
0,Jus ans me lar. U'll noe later.
0,Where are you? We've been waiting.
0,Leave it. Hiya will always be ignorant.
