text,label
"Canım, nasılsın? Bu akşam seninle sohbet etmek harika olurdu. Seni çok özledim. Kendine iyi bak, öpüyorum.",0
Şans Topu çekiliş sonuçları açıklandı! Büyük ikramiye bu haftaki talihliyi bekliyor. Hemen kuponunuzu kontrol edin ve kazanan siz olun!,1
Akbank: Kredi kartı ekstre borcunuzun son ödeme tarihi yaklaşmaktadır. Lütfen ödemenizi zamanında yaparak faizden kaçının. Akbank Mobil'den kolayca ödeme yapabilirsiniz.,0
"Sevgili [Arkadaş Adı], nasılsın? Uzun zamandır görüşemedik. Bu hafta sonu müsait misin? Birlikte güzel bir kahve içelim diyorum.",0
Hepsiburada'da Süper Fırsatlar! Elektrikli ev aletlerinde %30'a varan indirimler. Stoklar tükenmeden hemen alın!,0
Tebrikler! Hesabınıza 500 TL para transferi başarıyla gerçekleşti. Detaylar için bankacılık uygulamanızı kontrol edebilirsiniz.,0
"Merhaba, Nüfus ve Vatandaşlık İşleri Genel Müdürlüğü'nden önemli duyuru: Yeni kimlik kartı başvurularınız için randevu sistemini kullanmanız gerekmektedir. Bilgi için web sitemizi ziyaret edin.",0
Güvenlik Uyarısı! Hesap bilgilerinizde şüpheli bir giriş tespit edildi. Lütfen hesabınızı güvenceye almak için hemen şifrenizi değiştirin.,1
"Casino'da Jackpot Fırsatı! Hemen şimdi oyna ve hayatını değiştirecek parayı kazanma şansı yakala. Kayıt ol, ilk yatırım bonusunu kap!",1
"Seni çok seviyorum canım ailem. Sizinle geçirdiğim her an benim için çok değerli. Sağlıkla kalın, hepinizi öpüyorum.",0
Modanisa'da Ramazan Bayramı Özel İndirimi! Tesettür giyimde %25'e varan indirimler. Fırsatları kaçırmayın!,0
OTP Kodu: 123456. Bu kodu kimseyle paylaşmayın. Sadece SMS ile gönderilmiştir.,0
"Şansınızı Deneyin! Spor Toto'da bu haftanın kazananları belli oldu. Hemen kuponunuzu kontrol edin, belki de büyük ödül size çıkmıştır!",1
Finansbank: İnternet bankacılığı şifreniz başarıyla değiştirilmiştir. Yeni şifrenizle güvenli işlem yapmaya devam edebilirsiniz.,0
"Canım, nasılsın? Seninle dertleşmek istediğim bir konu var. Müsait olduğunda beni arar mısın? Önemli.",0
Yemeksepeti'nde Dev İndirim! Siparişlerinizde %30 indirim fırsatı. Sadece bu gece geçerli!,0
Bugün seninle konuşmak çok güzeldi. Kendine çok iyi bak. Seni seviyorum ve özlüyorum.,0
Ptt Kargo: Kargonuz teslimata hazır. Teslimat adresi için lütfen web sitemizden takip kodunuzu girin.,0
Acil Destek! Kredi kartınız bloke olmuştur. Bilgi almak ve kartınızı aktif etmek için acilen 0800 111 00 00 numaralı ücretsiz hattımızı arayın.,1
"Online Slot Oyunlarında Yeni Rekorlar! Hemen oyna, devasa kazançlar seni bekliyor. Bonus kodunu gir ve kazanmaya başla!",1
"Sevgilim, günüm seninle geçtiğin için harika! Seni çok seviyorum ve her zaman yanımda olmanı istiyorum. Akşam görüşmek üzere.",0
LC Waikiki'de Yeni Sezon Ürünleri! Çocuk giyimde kaçırılmayacak fırsatlar. %20 indirim fırsatını yakalayın.,0
OTP Kodu: 987654. Bu kod yalnızca işleminiz için geçerlidir. Güvenliğiniz için kimseyle paylaşmayın.,0
"Tek maç bahislerinde en yüksek oranlar burada! Hemen üye ol, kazancını katla. Süper Lig maçlarına özel bonuslar seni bekliyor.",1
Yapı Kredi: Kredi kartı limitiniz artırıldı. Yeni limitinizle daha rahat alışveriş yapabilirsiniz. Detaylar için mobil uygulamamızı kontrol edin.,0
"Canım Annem, nasılsın? Seni çok özledim. Hafta sonu seni ziyarete gelmeyi düşünüyorum. Lütfen bana haber ver ne zaman müsait olursun.",0
Koton'da Yaz Koleksiyonu Şenliği! Elbiselerde %50'ye varan indirimler. Bu fırsatı kaçırmayın!,0
Güvenlik Bilgilendirmesi: Hesap bilgilerinizde olağan dışı bir durum tespit edildi. Lütfen acil olarak 118 ile iletişime geçerek hesabınızı doğrulayın.,1
Online Poker Turnuvası Başlıyor! Katılmak için hemen kaydolun ve büyük ödülü kazanma şansı yakalayın. Giriş ücreti sadece 10 TL.,1
"Sevgilim, nasılsın? Gün içinde aklım sendeydi. Seni çok düşünüyorum. Akşam seni arayacağım.",0
Defacto'da Sezon Sonu İndirimi! Tüm ürünlerde %40 indirim. Hemen alışverişe başla!,0
OTP: 456789. Lütfen bu kodu kimseyle paylaşmayın. İşleminiz başarıyla tamamlandı.,0
"Günün en iyi bahis oranları burada! Canlı bahislerde kaçırılmayacak fırsatlar. Hemen üye ol, bonus kazan!",1
QNB Finansbank: Hesabınıza yapılan 1000 TL'lik EFT başarıyla gerçekleşmiştir. Detaylar için mobil şubenizi kontrol edebilirsiniz.,0
"Canım, nasılsın? Seni çok özledim. Keşke yanımda olsan. Bir gün buluşalım mı?",0
Boyner'de Yaz Koleksiyonu Fırsatları! Kadın ve erkek giyimde %30'a varan indirimler. Stoklar sınırlı!,0
Ziraat Bankası: Kredi kartı harcama itirazınız işleme alınmıştır. Detaylı bilgi için şubenize başvurabilirsiniz.,0
İçişleri Bakanlığı: Yeni ehliyet başvuruları için randevu sistemi aktif. Bilgi ve randevu için e-devlet adresini ziyaret ediniz.,0
Mega Jackpot Fırsatı! Hemen slot oyunlarımıza katılın ve büyük ödülü kazanma şansını yakalayın. Bonus kodunuz: MEGAWIN,1
"Canım, nasılsın? Seni çok merak ediyorum. En kısa zamanda görüşmek dileğiyle. Kendine iyi bak.",0
Flo'da Çocuk Ayakkabıları İndirimi! Tüm çocuk ayakkabılarında %25 indirim. Bu fırsatı kaçırmayın!,0
OTP Şifresi: 789012. Bu şifreyi kimseyle paylaşmayın. Sadece işleminiz için gereklidir.,0
"Canlı Skorlar ve Bahis Oranları! En güncel bilgilerle kuponlarınızı doldurun. Hemen üye ol, yatırım bonusu kazan!",1
Denizbank: Kredi kartınızda şüpheli işlem uyarısı! Anında kontrol etmek ve doğrulamak için lütfen 0850 222 0 822 numaralı telefonu arayın.,1
"Sevgilim, nasılsın? Günüm seninle çok güzel geçiyor. Akşam seninle konuşmak için sabırsızlanıyorum. Seni seviyorum.",0
Mango'da Yazlık Elbiseler İndirime Girdi! Seçili ürünlerde %30 indirim. Tarzınızı yenileme zamanı!,0
Trafik Cezası Bilgilendirmesi: E-devlet Kapısı üzerinden trafik cezalarınızı sorgulayabilir ve ödeyebilirsiniz. Detaylar için sistemimize giriş yapın.,0
"Sanal bahislerde sınırsız kazanç fırsatı! Hemen katılın, yüksek oranlarla bahis yapın. Deneme bonusu sizleri bekliyor.",1
"Canım, nasılsın? Seni çok özledim. Bu akşam seni arayacağım. Kendine iyi bak, öpüyorum.",0
Milli Piyango: Yılbaşı çekilişi biletleri satışa çıktı! Büyük ikramiyeyi kazanma şansı için hemen bayilerimizden biletinizi alın.,1
VakıfBank: Mobil bankacılık uygulamanız güncellendi. Yeni özellikler ve daha güvenli bir deneyim için hemen indirin.,0
"Sevgili arkadaşım, nasılsın? Uzun zamandır haber alamadım, merak ettim. Müsait olduğunda bana haber ver lütfen.",0
Koton Kids'te Yaz İndirimi Başladı! Çocuk giyimde %40'a varan indirimler. Beğendiğiniz ürünleri kaçırmayın.,0
Güvenlik Uyarısı! Hesap bilgilerinizde şüpheli bir hareket tespit edildi. Lütfen hemen 0216 123 45 67 numaralı telefonu arayarak hesabınızı güvence altına alın.,1
"Canım Ailem, sizi çok seviyorum. İyi ki varsınız. Her zaman yanımda olduğunuz için minnettarım.",0
Şanslı Numara: 7. Bu numara ile katıldığınız çekiliş size büyük ödülü kazandırabilir. Detaylar için web sitemizi ziyaret edin.,1
Türkiye Cumhuriyeti Kimlik Kartı: Yeni kimlik kartı başvurularınızda nüfus müdürlüklerini ziyaret etmeniz gerekmektedir. Gerekli belgeler için web sitemizi inceleyin.,0
OTP: 345678. Bu kod sadece sizin için geçerlidir. Güvenliğiniz için kimseyle paylaşmayın.,0
İddaa'da Yeni Dönem! Her maça özel bahis seçenekleri. Yüksek oranlar ve canlı bahis fırsatları için hemen sitemizi ziyaret edin.,1
HSBC Bank: Kredi kartınızın son ödeme tarihi 3 gün sonra. Lütfen zamanında ödeme yaparak gecikme faizinden kaçının.,0
"Sevgili eşim, günüm seninle daha güzel. Seni çok seviyorum. Akşam seni bekliyorum.",0
Markafoni'de Yaz Koleksiyonu Çılgınlığı! Tüm ürünlerde %25 indirim. Bu fırsatı kaçırmayın!,0
Acil Güvenlik Bildirimi! Kredi kartı bilgileriniz tehlikede olabilir. Lütfen hemen 0800 201 11 11 numaralı telefondan bizimle iletişime geçin.,1
"Canım, nasılsın? Seni çok özledim. Müsait olduğunda ara lütfen. Önemli bir konu hakkında konuşmak istiyorum.",0
"Spor Bahislerinde Dev Kampanya! Her Maça Özel Bonuslar. Hemen Üye Ol, Kazanmaya Başla!",1
Mavi Jeans'te Yaz Koleksiyonu Şimdi %50 İndirimli! Bu Fırsatı Kaçırmayın.,0
"Canım, nasılsın? Seni çok merak ettim, müsait misin? Sohbet etmek istediğim bir konu var.",0
"Arkadaş davet kodunuz: FRIEND123. Arkadaşını davet et, sen de kazan, arkadaşın da kazansın!",0
Harika bir gün geçirmeni dilerim! Akşam yemeği için buluşalım mı? Seni çok özledim.,0
Hesabınıza ait son işlem: 150 TL harcama. Detaylar için bankanızla iletişime geçin. İşlem bilgileri için 0212 XXX XX XX,0
"Canım [Sevgili Adı], seni çok seviyorum. Bugün seninle konuşmak bana iyi geldi. Kendine iyi bak.",0
"Merhaba [İsim], nasılsın? Seni çok özledim. Keşke yanımda olsan. Bir ara buluşalım mı?",0
Bugün seninle konuşmak çok güzeldi. Kendine çok iyi bak. Seni seviyorum ve özlüyorum.,0
Mobil bankacılık uygulamanızda yeni özellikler aktif edildi. Hemen güncelleyin ve daha güvenli işlemler yapın.,0
Güvenlik Uyarısı! Banka hesabınızda şüpheli bir işlem tespit edilmiştir. Lütfen derhal 0850 111 0 111 numaralı telefondan bizi arayın.,1
"Casino'da Jackpot Fırsatı! Hemen oyna ve hayatını değiştirecek parayı kazanma şansı yakala. Kayıt ol, ilk yatırım bonusunu kap!",1
OTP Kodu: 123456. Bu kodu kimseyle paylaşmayın. Sadece SMS ile gönderilmiştir.,0
Garanti BBVA hesabınıza giriş yapıldı. Eğer bu işlemi siz yapmadıysanız hemen 08502220000 numaralı hattı arayın.,1
Trendyol'dan seçtiğiniz ürünlerde %50 indirim başladı. Kampanyadan yararlanmak için uygulamamızı ziyaret edin.,0
Vadesiz hesabınıza 5000 TL tutarında para girişi olmuştur. Güncel bakiyenizi öğrenmek için mobil uygulamamızı kullanabilirsiniz.,0
Denizbank internet şubesi için tek kullanımlık giriş kodunuz: 445210. Lütfen kimseyle paylaşmayınız.,0
E-devlet üzerinden hakkınızda icra takibi başlatıldı. Dosyanızı görüntülemek için hemen sitemize girin: bit.ly/dolandirici,1
Bet123 sitesinde ilk üyelik bonusunuz hesabınıza tanımlandı. Hemen oynamaya başlamak için linke tıklayın.,1
Ziraat Bankası üzerinden gelen 123456 kodunuzu kimseyle paylaşmayınız. Personelimiz dahil kimse bu kodu sizden isteyemez.,0
Hepsiburada sepetinizde indirimli ürünler sizi bekliyor. Hemen şimdi sipariş verin ve fırsatları kaçırmayın.,0
Yasal takip sürecine girmemeniz için borcunuzu ödemeniz gerekmektedir. Ödeme için tıklayın: sahte-link.com,1
"Sayın üyemiz, bugün oynanacak olan derbi maçında yüksek oranlar sadece bizim sitemizde. Kazanmak için hemen üye olun.",1
İş Bankası hesabınızda şüpheli işlem tespit edilmiştir. İşlemi iptal etmek için 1'e basınız.,1
Akbank şifrenizi sıfırlamak için gereken doğrulama kodu: 998765. Bu kodu kimseye vermeyiniz.,0
Devlet destekli kredi başvurunuz onaylandı. Detaylı bilgi almak ve ödeme planı için hemen arayın.,1
Amazon'da yılın fırsatları başladı. İndirimli ürünlere ulaşmak için linke tıklayın.,0
Vergi borcunuz bulunmaktadır. İcra takibine düşmemek için hemen ödeme yapın: vergi-odeme.gov.tr,1
QNB Finansbank kredi kartı limitiniz güncellenmiştir. Yeni limitinizi görmek için mobil uygulamaya giriş yapın.,0
Bugün saat 21:00'deki maç için tahminlerimiz hazır. Yüksek kazanç için sistemimize katılın.,1
PTT kargonuz teslim edilemedi. Adresinizi güncellemek için aşağıdaki bağlantıyı kullanın.,1
Yeni şifreniz oluşturuldu. Güvenliğiniz için bu bilgiyi kimseyle paylaşmamanızı önemle rica ederiz.,0
Trendyol'dan verdiğiniz sipariş yola çıktı. Kargonuzu takip etmek için uygulamayı açın.,0
Halkbank şubenizdeki hesabınızdan başka bir hesaba para transferi gerçekleştirildi. Onaylıyorsanız cevap vermeyin.,1
Kredi notunuzu yükseltmek ister misiniz? Detaylar için sitemizi ziyaret edin.,1
Giriş işleminiz için onay kodunuz: 887766. Kodu sisteme girerek işlemi tamamlayın.,0
SGK prim borcunuzu yapılandırmak için son gün! E-devlet üzerinden işlemlerinizi yapabilirsiniz.,0
BetGarden sitesinde ilk para yatırmanıza %100 bonus veriyoruz. Hemen üye olun.,1
N11 indirim kuponunuz hesabınıza tanımlandı. Süresi dolmadan kullanmayı unutmayın.,0
Yapı Kredi banka kartınız internet alışverişlerine kapatılmıştır. Açtırmak için tıklayın.,1
İnternet bankacılığı giriş kodunuz: 556611. Güvenliğiniz için bu kodu kimseyle paylaşmayın.,0
Kamu personeli alımı ilanları yayınlandı. Başvurular hakkında detaylı bilgi için sitemizi ziyaret edin.,0
Bugünkü maçlar için özel tahminlerimiz eklendi. Bahis severlerin bir numaralı adresi.,1
Amazon Prime üyeliğinizin süresi dolmak üzere. Ödeme bilgilerinizi güncellemek için tıklayın.,1
Hesabınıza 2500 TL nakit iadesi tanımlandı. Çekmek için hemen giriş yapın: banka-iade.com,1
Doğrulama kodunuz 123456. Bu kod ile sisteme güvenli giriş yapabilirsiniz.,0
Ücretsiz hediye çeki kazanmak için anketimizi doldurun. Hemen şimdi katılın.,1
Tapu ve Kadastro Genel Müdürlüğü'nden mesajınız var. Randevu saatiniz yaklaşmaktadır.,0
Bahis oynamak artık daha kolay. Hemen kayıt olun ve ilk oyununuzda %20 iade alın.,1
VakıfBank hesabınızdan EFT işlemi gerçekleştirildi. Bilginiz dışındaysa hemen arayın.,1
Şifre değişikliği talebiniz alınmıştır. İşlemi tamamlamak için gereken kod: 445566,0
Devlet destekli sosyal yardım ödemeniz hesabınıza yatırıldı. Hayırlı olsun.,0
Trendyol'da aradığınız tüm ürünler indirimde. Hemen şimdi keşfetmeye başlayın.,0
Şüpheli işlem bildirimi: Hesabınızdan 5000 TL çekildi. İptal etmek için: 0850... arayın.,1
Kayıt olduğunuz site için giriş şifreniz: 112233. Güvenliğiniz için değiştirmeyi unutmayın.,0
İlanlara göz atın! En uygun fiyatlı ürünler burada. Hemen sipariş verin.,0
Seçim sonuçları ve adaylar hakkında detaylı bilgi için resmi sayfamızı ziyaret edin.,0
Canlı bahis oranları güncellendi. En yüksek oranlarla kazanmak için bizi takip edin.,1
Akbank'ta kredi başvurunuz onaylandı. Kredinizi kullanmak için şubeye gelmenize gerek yok.,0
SMS doğrulama kodunuz: 778899. Bu kod 5 dakika geçerlidir.,0
Vergi dairesi borç sorgulama ekranı güncellendi. Borcunuzu ödemek için tıklayın.,0
Kazandıran bahis tahminleri burada. Bugünün maçları için kuponunuzu hazırladık.,1
Hepsiburada siparişiniz teslimat noktasına ulaştı. Kodu alarak teslim alabilirsiniz.,0
Bankanızdan gelen uyarı: Kartınız yurt dışı sitelerinde kullanılmaya çalışıldı. Hemen iptal edin.,1
Üyelik şifrenizi yenilemek için gereken kod: 554433. Lütfen kimseyle paylaşmayınız.,0
SGK müdürlüğü randevunuz 10:30'da gerçekleşecektir. Lütfen zamanında geliniz.,0
Siz de kazanmak istemez misiniz? Hemen üye olun ve bonusunuzu alın.,1
Trendyol'dan 500 TL üzeri alışverişlerinize 50 TL indirim tanımlandı.,0
Hesabınıza yetkisiz giriş yapıldı. Güvenliğinizi sağlamak için giriş yapın: banka-guvenlik.net,1
Doğrulama kodunuz gönderilmiştir. Lütfen uygulamaya girerek kodu doğrulayın.,0
Belediyemizin düzenlediği kültürel etkinliklere davetlisiniz. Detaylar için web sitemizi ziyaret edin.,0
Bahis dünyasında yeni bir dönem başlıyor. Hemen kaydol ve yüksek oranları yakala.,1
Hepsiburada siparişiniz başarıyla alındı. Teslimat tarihi 15 Mayıs.,0
Bankacılık işlemleriniz için geçici şifreniz: 990011. Şifreyi girişte değiştirmelisiniz.,0
Giriş yaparken kullanmanız gereken doğrulama kodu: 123789.,0
Kamu personel sınavı sonuçları açıklanmıştır. Sonucunuzu sorgulamak için tıklayın.,0
"Bahis oyunlarında şansınızı denemek ister misiniz? Hemen kayıt olun, bonus kazanın.",1
Amazon'da aldığınız ürün kargoya verildi. Takip numaranız: TR123456789.,0
Banka hesabınız bloke edilmiştir. Bloke kaldırma işlemi için bizi arayın: 0500...,1
Tek kullanımlık şifreniz: 665544. Başkalarıyla paylaşmayınız.,0
Vergi dairesi bildirisidir. Borcunuzun son ödeme tarihi yarındır.,0
"Yüksek oranlı maçlar sadece burada. Hemen üye olun, kazanmaya başlayın.",1
Trendyol'daki favori ürünlerinizde stoklar tükenmek üzere. Hemen satın alın.,0
Garanti hesabınızdan 2000 TL çekim yapıldı. Onaylıyorsanız cevap vermeyin.,1
Giriş kodunuz: 776655. Kodu kimseyle paylaşmayın.,0
Kamu sağlığı uyarısı: Aşı randevunuz oluşturulmuştur. Saat: 14:00.,0
Bahis oynamak artık çok daha keyifli. Hemen sitemize katılın ve kazanın.,1
N11 siparişiniz kapınıza kadar ulaştı. Keyifli alışverişler dileriz.,0
Banka kartınızın süresi dolmuştur. Yenilemek için linke tıklayın.,1
Doğrulama kodunuz: 111222. Güvenli giriş için kullanın.,0
İmar barışı başvuruları uzatıldı. Başvuru için tıklayın: devlet-imar.gov.tr,0
Bahis dünyasının en iyi oranları bizim sitemizde. Hemen üye olun.,1
Amazon iadeniz onaylandı. Ödemeniz hesabınıza aktarılmıştır.,0
Ziraat Bankası şifre hatırlatma kodunuz: 443322.,0
Giriş yapmanız için gereken kod: 554411. Süre dolmadan kullanın.,0
Belediyemizde iş başvurunuz değerlendirmeye alındı. Mülakat için arayacağız.,0
Canlı bahis oranlarıyla her an kazanabilirsiniz. Hemen üye olun.,1
Trendyol siparişiniz iptal edildi. Ücret iadeniz kartınıza yansıyacaktır.,0
Banka kartınızla şüpheli harcama yapıldı. İptal için arayın.,1
Tek kullanımlık doğrulama şifreniz: 889900.,0
Kamu spotu: Gereksiz su kullanımından kaçınalım. Tasarruf için destek olun.,0
Bahis tahminleri ve analizler güncellendi. Kazanmak için takipte kalın.,1
Amazon'da sepette ek indirim! Bu fırsatı kaçırmayın.,0
Akbank'tan gelen bilgileriniz güncellendi. İşlem güvenliğiniz sağlandı.,0
Giriş şifreniz: 998811. Güvenliğinizi korumak için saklayın.,0
Devlet destekli girişimcilik kredisi başvuru sonuçları açıklanmıştır.,0
Bahis oyunlarında kaybetmek yok! Hemen kaydolun ve %100 iade alın.,1
N11'de efsane cuma indirimleri başladı. Şimdi alışveriş zamanı.,0
Kartınızın limiti artırıldı. Yeni limitinizi görmek için giriş yapın.,0
Doğrulama kodunuz: 665522. Girişinizi tamamlayın.,0
Yasal bildirim: Adınıza düzenlenmiş dava dosyası hakkında bilgi alın.,1
"Hemen şimdi üye ol, bahis dünyasında fark yarat.",1
Hesabınıza tanımlanan özel %50 indirim kuponunuzu Trendyol uygulamasında hemen kullanabilirsiniz. Fırsatı kaçırmayın!,0
Akbank kartınızla 15-20 Kasım arası yapacağınız 2000 TL ve üzeri market harcamanıza 100 TL chip-para hediye.,0
Yatırım hesabınızda bekleyen bakiyenizi katlamak için hemen giriş yapın. Bonuslar sizi bekliyor! betmax99.com,1
"Anneciğim, akşam yemeğine geleceğini söylemiştin. Menemen yapıyorum, gelirken ekmek almayı unutma.",0
E-devlet şifre yenileme talebiniz işleme alınmıştır. Lütfen bağlantıya tıklayarak yeni şifrenizi oluşturunuz.,1
Garanti BBVA internet bankacılığı giriş onay kodunuz: 449201. Şifrenizi kimseyle paylaşmayınız.,0
Seçili tüm ayakkabılarda yılın en büyük indirimi başladı! Hemen web sitemizden alışverişe başlayın.,1
DenizBank kredi kartı ödemeniz bugün sona eriyor. Gecikme faiziyle karşılaşmamak için lütfen ödemenizi yapın.,0
Heyecan dorukta! Şampiyonlar Ligi maçlarında yüksek oranlar için hemen kayıt olun. Bonusunuz hazır.,1
"Canım selam, yarınki kahve sözümüzü unutmadın değil mi? Saat 14.00'te Nişantaşı'nda buluşalım.",0
"Değerli vatandaşımız, 2024 yılı emlak vergisi ikinci taksit ödeme süresi yarın sona eriyor. Belediyemizden ödeme yapabilirsiniz.",0
Ziraat Bankası güvenlik doğrulama kodu: 998273. Bu kod tek kullanımlıktır ve asla kimseyle paylaşılmamalıdır.,0
Amazon'da Prime üyelerine özel kargo bedava fırsatı devam ediyor. Sepetinizdeki ürünleri hemen indirimli alın.,0
Kredi borcunuzdan dolayı yasal takip başlatılacaktır. Hemen arayın veya dosya detaylarını görüntüleyin.,1
Dünya Kupası özel bahisleri açıldı! İlk yatırıma %200 bonus kazanmak için siteye giriş yapın.,1
"Oğlum, bugün okuldan erken çıkarsan eve uğra, anahtar bende kalmış. Annenden sevgiler.",0
Vergi borcunuz tespit edilmiştir. İndirimli ödeme fırsatından yararlanmak için aşağıdaki linki ziyaret edin.,1
İşCep mobil şifrenizi sıfırlamanız için gerekli tek kullanımlık onay kodunuz: 772190.,0
Hepsiburada Efsane Kasım indirimleri başladı! Sepetinizdeki favori ürünleri en uygun fiyata yakalayın.,0
"Yapı Kredi kartınızdan şüpheli bir işlem tespit edildi. İşlemi onaylıyorsanız 1'i tuşlayın, aksi halde iptal edin.",0
Slot oyunlarında jackpot kazananları arasına girmek ister misiniz? Hemen şimdi bahis yapın ve kazanmaya başlayın.,1
"Hayatım, akşam eve dönerken marketten süt almamız lazım, unutma olur mu? Seni seviyorum.",0
AÖF sınav giriş yerleri açıklandı. T.C. kimlik numaranızla sisteme girerek sınav yerinizi öğrenebilirsiniz.,0
"Dijital cüzdan doğrulama kodunuz: 338102. Bu kodu kimseyle paylaşmayınız, yetkililer dahil kimse sizden istemez.",0
"Flo'da her ikinci ürüne %50 indirim! Yazlık ayakkabılarda büyük fırsatı kaçırmayın, mağazamıza bekleriz.",0
Halkbank kredi başvurunuz onaylandı. Detayları görüntülemek ve kredinizi hesabınıza aktarmak için şubemize uğrayın.,0
"Casino masalarında kazanmak çok kolay! Üye ol, %100 hoş geldin bonusunu al, hemen oynamaya başla.",1
"Selam kanka, hafta sonu maça gidiyoruz biletleri aldım. Hazır ol, erkenden yola çıkacağız.",0
Sosyal Güvenlik Kurumu prim ödemelerinizde aksama tespit edilmiştir. İdari işlem başlatılmadan ödemenizi gerçekleştirin.,1
"Mobil ödeme onay kodunuz: 882736. Onaylıyorsanız kodu ilgili alana giriniz, aksi takdirde işlemi iptal ediniz.",0
Modanisa'da %70'e varan sezon sonu indirimleri başladı! Tesettür giyimde en şık parçaları kaçırmayın.,0
VakıfBank hesabınızdan 5000 TL nakit çekim yapıldı. İşlem size ait değilse hemen 0850'li numarayı arayın.,0
"Bahis sitesine yatırım yapın, kayıplarınızı anında iade edelim! Hemen şimdi şansınızı deneyin.",1
"Yarın sabahki toplantıyı unutma, raporları önceden hazırlamanı bekliyorum. İyi çalışmalar.",0
İçişleri Bakanlığı bilgilendirmesi: Kimlik kartı yenileme süresi dolmak üzeredir. Lütfen randevunuzu oluşturun.,0
Tek kullanımlık giriş kodunuz: 663920. Bu kod 5 dakika içinde geçerliliğini yitirecektir.,0
Boyner'de puanlarınız silinmek üzere! Hemen harcayın ve yeni sezon ürünlerinde büyük indirim kazanın.,0
"QNB Finansbank'tan 50.000 TL ihtiyaç kredisi onaylandı! Hemen başvuru yapın, paranız anında hesabınıza yatsın.",0
Canlı bahis heyecanı telefonunuzda! Hemen uygulamayı indirin ve yüksek oranlı bahislerin tadını çıkarın.,1
"Kanka naber? Akşamki partiye geliyor musun? Adresi mesaj atıyorum, görüşürüz.",0
PttAVM üzerinden gönderilen kargonuz gümrükte takılmıştır. Vergi borcunu ödemek için linke tıklayın.,1
Doğrulama kodunuz: 129038. Bu kodu kimseyle paylaşmayınız.,0
Yemeksepeti'nden ilk siparişinize özel %40 indirim! Kupon kodunuz: YEMEK40. Afiyet olsun.,0
Kredi notunuz yükseldi! Bankamızdan düşük faizli kredi kullanmak için hemen başvuruda bulunun.,0
"Kayıp yaşamayın, en yüksek oranlar bizde! Hemen üye olun ve bonusunuzu kapın. betwinner-tr.com",1
"Selam Ahmet, projenin son halini e-posta adresime gönderir misin? Yarın sunum yapmam gerekiyor.",0
Sağlık Bakanlığı: Aşı randevunuz oluşturulmuştur. Lütfen saatinde hastanede bulununuz.,0
Hesap doğrulama şifreniz: 992018. Güvenliğiniz için bu şifreyi başkasına söylemeyin.,0
Mavi'de jean ürünlerinde ikinci ürüne %70 indirim başladı! Mağazalarımıza uğramadan geçmeyin.,0
TEB kartınızdan yurt dışı harcama yapıldı. İşlem size ait değilse hemen bildirimde bulunun.,0
Bedava bahis kredisi hesabınıza yüklendi! Şimdi giriş yapın ve kuponunuzu hemen oluşturun.,1
"Hayatım marketten ekmek almayı unutma, bir de yumurta bitti haberin olsun.",0
Adalet Bakanlığı dava dosyanız icra birimine sevk edilmiştir. Detay için tıklayın: e-devlet-dosya.com,1
Yeni cihazdan giriş yapıldı. Giriş onay kodunuz: 554321.,0
"LCW'de kış sezonu indirimleri başladı! Çocuk, kadın ve erkek reyonlarında fırsatları kaçırmayın.",0
"Garanti BBVA kredi kartı ekstreniz hazır. Son ödeme tarihi 25 Kasım, lütfen ödemenizi yapın.",0
Hızlı kazanç istiyorsan bahis dünyasına adım at! İlk para yatırma işlemine %50 nakit iade.,1
"Selam, hafta sonu planını yaptın mı? Bir şeyler yapalım mı, ne dersin?",0
Belediyemizin başlattığı sosyal yardım paketine başvurunuz onaylandı. Kartınızı teslim alabilirsiniz.,0
Giriş işleminiz için onay kodu: 887263. Bu kodu kimseye vermeyin.,0
Getir'de ilk siparişine 50 TL indirim! Hemen market alışverişini kapına kadar getirelim.,0
QNB Finansbank hesabınızda bloka oluştu. Çözmek için lütfen müşteri hizmetlerini arayın.,0
Bahis sitesinde büyük çekiliş! Her hafta bir kişiye araba hediye ediyoruz. Hemen katıl.,1
"Anne, bugün eve geç geleceğim. Anahtarı yanıma aldım, merak etme.",0
Tapu ve Kadastro genel müdürlüğünden randevunuz onaylanmıştır. Belirttiğimiz saatte şubemize gelin.,0
İnternet bankacılığı şifre sıfırlama kodunuz: 902134.,0
DeFacto'da efsane fiyatlar! Sepette %20 ek indirim fırsatını sakın kaçırma.,0
İş Bankası kredi kartı borcunuzu ödediğiniz için teşekkürler. Yeni limitiniz 50.000 TL olarak güncellendi.,0
"Dünyanın en çok kazandıran bahis sitesine hoş geldiniz! Hemen kayıt ol, 100 TL hediye kazan.",1
Kanka bugün antrenmana gidiyor muyuz? Geçen seferki gibi gecikme.,0
Vergi dairesi borç sorgulama: 123456789 borcunuzu ödemek için linke tıklayın.,1
Güvenlik kodu: 443210. İşlemi onaylamak için kodu girin.,0
Penti'de seçili ürünlerde %40 indirim! Online mağazamızdan alışverişe hemen başlayın.,0
Ziraat Bankası müşteri temsilciniz sizi arayacak. Lütfen telefonunuzu açık tutun.,0
"Hemen şimdi oynamaya başla, bahislerdeki en yüksek oranları yakala!",1
"Hayatım, akşam sinemaya gidelim mi? Biletleri ben hallederim.",0
